,q_U234,q_U235,q_U236,q_U237,q_U238,q_Np237,q_Np238,q_Np239,q_Pu238,q_Pu239,q_Pu240,q_Pu241,q_Pu242,q_Am241,q_Am242M,q_Am243,q_Cm242,q_Cm243,q_Cm244,q_Cm245,q_I135,q_Xe135,q_Nd147,q_Nd148,q_Pm147,q_Pm148,q_Pm148M,q_Pm149,q_Sm149,q_Gd154,q_Gd155,q_Gd156,q_Gd157,q_Gd158,q_Gd160,q_Eu157,q_Rh103,q_Ru103,q_Eu153,q_residual
11_10,1.430675e-06,0.0001496784,6.652111e-06,1.4649e-08,0.006693145897,1.67274e-07,3.51e-10,3.89859e-07,7.762e-09,1.4029597e-05,1.393072e-06,3.12754e-07,1.3268e-08,1.791e-09,1.5e-11,2.73e-10,1.16e-10,0.0,8e-12,0.0,4.768e-09,1.981e-09,6.595e-08,5.67739e-07,5.69209e-07,2.356e-09,3.546e-09,7.466e-09,1.5541e-08,5.8e-11,4.9e-11,1.5458e-08,2.08e-10,7.465e-09,5.14e-10,4.1e-11,7.48682e-07,3.8318e-07,7.4559e-08,1
12_0,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_1,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_2,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_3,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_4,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_5,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_6,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_7,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_8,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_9,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
12_10,1.411978e-06,0.000144374833,7.569129e-06,1.6067e-08,0.006689173669,2.12019e-07,4.49e-10,3.9287e-07,1.1622e-08,1.5886994e-05,1.814912e-06,4.6659e-07,2.3783e-08,3.175e-09,3.1e-11,5.9e-10,2.42e-10,1e-12,2.1e-11,0.0,4.76e-09,1.985e-09,6.5732e-08,6.70308e-07,6.63884e-07,2.776e-09,4.219e-09,7.623e-09,1.5897e-08,9.7e-11,5.7e-11,2.0691e-08,2.29e-10,9.6e-09,6.83e-10,4.5e-11,9.45096e-07,4.01398e-07,9.4037e-08,1
13_0,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_1,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_2,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_3,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_4,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_5,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_6,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_7,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_8,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_9,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
13_10,1.393427e-06,0.00013925567,8.450435e-06,1.7432e-08,0.006685168982,2.60128e-07,5.55e-10,3.95955e-07,1.6432e-08,1.7577114e-05,2.260028e-06,6.48054e-07,3.8736e-08,5.109e-09,5.4e-11,1.129e-09,4.46e-10,1e-12,4.6e-11,0.0,4.753e-09,1.986e-09,6.5528e-08,7.72685e-07,7.52969e-07,3.175e-09,4.856e-09,7.773e-09,1.6218e-08,1.51e-10,6.5e-11,2.6552e-08,2.49e-10,1.1944e-08,8.77e-10,4.9e-11,1.145931e-06,4.15962e-07,1.15237e-07,1
14_0,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_1,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_2,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_3,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_4,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_5,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_6,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_7,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_8,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_9,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
14_10,1.368492e-06,0.000132588933,9.591786e-06,1.9204e-08,0.006679685676,3.30304e-07,7.11e-10,4.00233e-07,2.46e-08,1.9632877e-05,2.890721e-06,9.32524e-07,6.7234e-08,8.71e-09,1.01e-10,2.368e-09,8.9e-10,4e-12,1.17e-10,1e-12,4.743e-09,1.985e-09,6.5273e-08,9.11235e-07,8.65394e-07,3.682e-09,5.664e-09,7.965e-09,1.6603e-08,2.51e-10,7.7e-11,3.5525e-08,2.75e-10,1.5447e-08,1.18e-09,5.4e-11,1.422362e-06,4.32077e-07,1.46605e-07,1
15_0,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_1,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_2,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_3,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_4,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_5,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_6,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_7,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_8,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_9,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
15_10,1.346284e-06,0.000126847365,1.0568202e-05,2.0733e-08,0.006674702196,3.97839e-07,8.64e-10,4.04155e-07,3.3688e-08,2.1276681e-05,3.476508e-06,1.21989e-06,1.01932e-07,1.2978e-08,1.62e-10,4.16e-09,1.496e-09,7e-12,2.39e-10,3e-12,4.736e-09,1.981e-09,6.5061e-08,1.03557e-06,9.58783e-07,4.11e-09,6.34e-09,8.128e-09,1.6906e-08,3.74e-10,8.8e-11,4.4648e-08,2.99e-10,1.8911e-08,1.494e-09,5.8e-11,1.672982e-06,4.44313e-07,1.77234e-07,1
16_0,1.321981e-06,0.000120765902,1.1594935e-05,2.2347e-08,0.006669138562,4.76842e-07,1.045e-09,4.08491e-07,4.5794e-08,2.2894886e-05,4.136864e-06,1.564893e-06,1.51204e-07,1.8862e-08,2.51e-10,7.128e-09,2.441e-09,1.3e-11,4.72e-10,7e-12,4.727e-09,1.976e-09,6.4843e-08,1.172671e-06,1.054064e-06,4.552e-09,7.031e-09,8.298e-09,1.7197e-08,5.5e-10,1.01e-10,5.5967e-08,3.24e-10,2.3082e-08,1.886e-09,6.3e-11,1.950559e-06,4.56232e-07,2.13544e-07,1
